po_number;line_item;material_id;supplier_id;plant;doc_type;is_intracompany_transfer;po_qty;po_uom;open_qty;received_qty_so_far;delivery_date;doc_date;created_on;created_by;company_code;purch_group;material_group
4500017023;10;9050099401;1003563;1722;ZSC;false;6480;EA;6480;0;2026-07-30;2026-04-23;2026-04-23;PRANATP;1710;81;1001
4500017024;10;9050099402;1003563;1722;ZSC;false;13104;EA;13104;0;2026-07-30;2026-04-23;2026-04-23;PRANATP;1710;81;1001
4500017026;10;9050058208;1010091;1786;NB;false;175000;EA;175000;0;2026-07-17;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017026;20;9050126201;1010091;1786;NB;false;50000;EA;50000;0;2026-07-17;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017027;10;9050058208;1010091;1786;NB;false;150000;EA;150000;0;2026-08-13;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017027;20;9050058208;1010091;1787;NB;false;200000;EA;200000;0;2026-08-13;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017028;10;9050058308;1010091;1786;NB;false;25000;EA;25000;0;2026-08-13;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017028;20;9050058308;1010091;7803;NB;false;45000;EA;45000;0;2026-08-13;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017028;30;9050058308;1010091;1787;NB;false;45000;EA;45000;0;2026-08-13;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017029;10;9050126201;1010091;1786;NB;false;70000;EA;70000;0;2026-08-13;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017029;20;9050126201;1010091;1787;NB;false;70000;EA;70000;0;2026-08-13;2026-04-23;2026-04-23;TEST_PEOUM;1780;200;6002
4500017031;10;9050124801;1004863;7101;NB;false;72780;EA;72780;0;2026-09-28;2026-04-24;2026-04-24;FITZSIC;1710;177;6001
4500017033;10;9200002701;1009011;1722;NB;false;72000;EA;72000;0;2026-08-24;2026-04-27;2026-04-27;GHULEM;1710;188;1001
4500017035;10;9050076501;;1711;UB;true;144;EA;144;0;2026-05-04;2026-04-27;2026-04-27;PRANATP;1710;81;1001
4500017037;10;9050091702;1010525;1722;NB;false;364386;EA;364386;0;2026-08-14;2026-04-27;2026-04-27;CHENC;1710;198;4001
4500017038;10;9050131201;1012585;1711;NB;false;50000;EA;50000;0;2026-08-01;2026-04-27;2026-04-27;ZOULM;1710;197;7002
4500017039;10;9050083202;1010837;1786;ZSC;false;25800;EA;25800;0;2026-05-10;2026-04-27;2026-04-27;ZOULM;1780;197;6001
4500017048;20;9050143731;1013046;7803;NB;false;100000;EA;100000;0;2026-08-31;2026-04-28;2026-04-28;TEST_PEOUM;1780;200;6002
4500017048;30;9050143832;1013046;7803;NB;false;100000;EA;100000;0;2026-08-31;2026-04-28;2026-04-28;TEST_PEOUM;1780;200;6002
4500017049;10;9050091702;1005413;1722;NB;false;236160;EA;236160;0;2026-08-14;2026-04-28;2026-04-28;CHENC;1710;198;4001
4500017049;20;9050091702;1005413;1721;NB;false;716160;EA;716160;0;2026-08-14;2026-04-28;2026-04-28;CHENC;1710;198;4001
4500017050;10;9150206110;1003563;7815;ZSC;false;42000;EA;42000;0;2026-06-29;2026-04-28;2026-04-28;FITZSIC;1780;177;6002
4500017053;10;9050099802;1012603;1714;ZSC;false;14400;EA;14400;0;2026-06-30;2026-04-28;2026-04-28;PRANATP;1710;81;1001
4500017054;10;9050099802;1012603;1712;ZSC;false;2880;EA;2880;0;2026-06-30;2026-04-28;2026-04-28;PRANATP;1710;81;1001
4500017055;10;9050099804;1012603;1711;ZSC;false;5760;EA;5760;0;2026-06-30;2026-04-28;2026-04-28;PRANATP;1710;81;1001
4500017056;10;9050144701;1012603;1711;ZSC;false;14400;EA;14400;0;2026-06-30;2026-04-28;2026-04-28;PRANATP;1710;81;1001
4500017057;10;9050144702;1012603;1714;ZSC;false;5760;EA;5760;0;2026-06-30;2026-04-28;2026-04-28;PRANATP;1710;81;1001
4500017058;10;9050144704;1012603;1714;ZSC;false;20160;EA;20160;0;2026-06-30;2026-04-28;2026-04-28;PRANATP;1710;81;1001
4500017059;10;9200002301;1012603;1722;ZSC;false;336960;EA;336960;0;2026-06-30;2026-04-28;2026-04-28;PRANATP;1710;81;1001
4500017060;10;9050110701;1009986;7101;NB;false;4536;EA;4536;0;2026-06-02;2026-04-28;2026-04-29;CHENC;1710;198;5001
4500017061;10;9050074101;1009066;1711;NB;false;15000;EA;15000;0;2026-08-31;2026-04-29;2026-04-29;ZOULM;1710;197;2002
4500017061;20;9050074101;1009066;7101;NB;false;70000;EA;70000;0;2026-08-31;2026-04-29;2026-04-29;ZOULM;1710;197;2002
4500017061;30;9050074101;1009066;1714;NB;false;15000;EA;15000;0;2026-08-31;2026-04-29;2026-04-29;ZOULM;1710;197;2002
4500017066;10;9050124508;1010516;7803;NB;false;30000;EA;30000;0;2026-09-30;2026-04-29;2026-04-29;TEST_PEOUM;1780;200;6002
4500017066;20;9050131610;1010516;7803;NB;false;90000;EA;90000;0;2026-09-30;2026-04-29;2026-04-29;TEST_PEOUM;1780;200;6002
4500017067;10;9050131610;1010516;1787;NB;false;10000;EA;10000;0;2026-09-30;2026-04-29;2026-04-29;TEST_PEOUM;1780;200;6002
4500017069;10;9050138023;1010516;7803;NB;false;30000;EA;30000;0;2026-09-30;2026-04-29;2026-04-29;TEST_PEOUM;1780;200;6001
4500017076;10;9050138023;1010516;7803;NB;false;40000;EA;40000;0;2026-07-03;2026-04-29;2026-04-29;TEST_PEOUM;1780;200;6001
4500017078;10;9050137910;1010516;7803;NB;false;50000;EA;50000;0;2026-08-14;2026-04-29;2026-04-29;TEST_PEOUM;1780;200;6001
4500017079;10;9050098002;1010516;7101;NB;false;125000;EA;125000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017080;10;9050098002;1010516;1714;NB;false;75000;EA;75000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017081;10;9050097702;1010516;1711;NB;false;50000;EA;50000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017082;10;9050097702;1010516;1714;NB;false;75000;EA;75000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017083;10;9050097702;1010516;7101;NB;false;225000;EA;225000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017084;10;9050104601;1010516;1711;NB;false;5000;EA;5000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017085;10;9050104601;1010516;1714;NB;false;80000;EA;80000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017086;10;9050098701;1010516;1714;NB;false;35000;EA;35000;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017087;10;9050098701;1010516;7101;NB;false;59384;EA;59384;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1710;200;1003
4500017088;10;9050130101;1012574;1711;NB;false;50000;EA;50000;0;2026-07-27;2026-04-30;2026-04-30;ZOULM;1710;197;5001
4500017095;10;6350076001;1013881;7816;NB;false;7000;EA;7000;0;2026-05-26;2026-04-30;2026-04-30;CHENC;1780;198;0001
4500017098;10;9050146508;1005970;7101;ZSC;false;36504;EA;36504;0;2026-06-30;2026-04-30;2026-04-30;PRANATP;1710;81;1001
4500017099;10;9050146404;1005970;7101;ZSC;false;63180;EA;63180;0;2026-06-30;2026-04-30;2026-04-30;PRANATP;1710;81;1001
4500017100;10;9200004101;1009806;1714;ZSC;false;17280;EA;17280;0;2026-08-24;2026-04-30;2026-04-30;GHULEM;1710;188;1005
4500017101;10;9200004101;1009806;7101;ZSC;false;10368;EA;10368;0;2026-08-24;2026-04-30;2026-04-30;GHULEM;1710;188;1005
4500017102;10;9200000201;1005551;9999;NB;false;560000;EA;560000;0;2026-08-24;2026-04-30;2026-04-30;GHULEM;1710;188;1001
4500017103;10;9200000201;1005551;1722;NB;false;560000;EA;560000;0;2026-08-24;2026-04-30;2026-04-30;GHULEM;1710;188;1001
4500017104;10;9200000201;1005551;9999;NB;false;196000;EA;196000;0;2026-08-24;2026-04-30;2026-04-30;GHULEM;1710;188;1001
4500017105;10;9050111902;1003651;1114;NB;false;97386;EA;97386;0;2026-09-30;2026-04-30;2026-04-30;TEST_PEOUM;1110;200;1003
4500017106;10;9200000201;1005551;9999;NB;false;84000;EA;84000;0;2026-08-24;2026-04-30;2026-04-30;GHULEM;1710;188;1001
4500017110;10;9050083201;1010837;1786;ZSC;false;12000;EA;12000;0;2026-07-10;2026-05-01;2026-05-01;ZOULM;1780;197;6001
4500017110;20;9050083201;1010837;1787;ZSC;false;12000;EA;12000;0;2026-07-10;2026-05-01;2026-05-01;ZOULM;1780;197;6001
4500017111;10;9050082501;;7101;UB;true;10512;EA;2592;7920;2026-05-06;2026-05-01;2026-05-01;GHULEM;1710;188;1001
4500017112;10;9050057006;1000776;1786;ZSC;false;7000;EA;7000;0;2026-07-13;2026-05-01;2026-05-01;ZOULM;1780;197;6002
4500017112;20;9050057006;1000776;1787;ZSC;false;23000;EA;23000;0;2026-07-13;2026-05-01;2026-05-01;ZOULM;1780;197;6002
4500017125;10;9050093202;1004863;7101;NB;false;73344;EA;73344;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1710;177;6002
4500017126;10;9050139910;1004863;7803;NB;false;56262;EA;56262;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1780;177;6001
4500017127;20;9050092902;1004863;7101;NB;false;72780;EA;72780;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1710;177;6001
4500017128;10;9050092902;1004863;7101;NB;false;145560;EA;145560;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1710;177;6001
4500017129;10;9050093103;1004863;1714;NB;false;60648;EA;60648;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1710;177;6001
4500017130;10;9050093102;1004863;7101;NB;false;145560;EA;145560;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1710;177;6001
4500017131;10;9050093003;1004863;1714;NB;false;60648;EA;60648;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1710;177;6001
4500017132;20;9050093003;1004863;1714;NB;false;60648;EA;60648;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1710;177;6001
4500017133;10;9050139710;1004863;7803;NB;false;56262;EA;56262;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1780;177;6001
4500017134;10;9050139831;1004863;7803;NB;false;56262;EA;56262;0;2026-10-26;2026-05-05;2026-05-05;FITZSIC;1780;177;6001
4500017142;10;9050136702;1001040;7101;ZSC;false;8424;EA;8424;0;2026-08-24;2026-05-05;2026-05-05;GHULEM;1710;188;1001
4500017143;10;9050136702;1001040;1714;ZSC;false;2808;EA;2808;0;2026-08-24;2026-05-05;2026-05-05;GHULEM;1710;188;1001
4500017144;10;9050136701;1001040;7101;ZSC;false;8424;EA;8424;0;2026-08-24;2026-05-05;2026-05-05;GHULEM;1710;188;1001
4500017145;10;9050136702;1001040;1711;ZSC;false;936;EA;936;0;2026-09-08;2026-05-05;2026-05-05;GHULEM;1710;188;1001
4500017146;10;9050074101;1009066;1711;NB;false;25000;EA;25000;0;2026-11-02;2026-05-05;2026-05-05;ZOULM;1710;197;2002
4500017146;20;9050074101;1009066;1714;NB;false;20000;EA;20000;0;2026-11-02;2026-05-05;2026-05-05;ZOULM;1710;197;2002
4500017146;30;9050074101;1009066;7101;NB;false;55000;EA;55000;0;2026-11-02;2026-05-05;2026-05-05;ZOULM;1710;197;2002
4500017147;10;9150227101;1003563;7815;ZSC;false;38360;EA;38360;0;2026-07-06;2026-05-05;2026-05-05;FITZSIC;1780;177;6002
4500017148;10;9050113502;1000776;1114;NB;false;50000;EA;50000;0;2026-11-03;2026-05-05;2026-05-05;CHENC;1110;198;1003
4500017149;10;9050096502;1000776;7101;NB;false;18000;EA;18000;0;2026-10-02;2026-05-05;2026-05-05;CHENC;1710;198;1003
4500017149;20;9050096502;1000776;1714;NB;false;7000;EA;7000;0;2026-10-02;2026-05-05;2026-05-05;CHENC;1710;198;1003
4500017150;10;9050093501;1004830;1714;NB;false;10000;EA;10000;0;2026-09-22;2026-05-05;2026-05-05;CHENC;1710;198;3003
4500017150;20;9050093501;1004830;7101;NB;false;40000;EA;40000;0;2026-09-22;2026-05-05;2026-05-05;CHENC;1710;198;3003
4500017151;10;9050092502;1010525;1711;NB;false;13200;EA;13200;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;3001
4500017151;20;9050092502;1010525;1714;NB;false;5280;EA;5280;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;3001
4500017151;30;9050092502;1010525;7101;NB;false;22596;EA;22596;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;3001
4500017152;10;9050098401;1005413;1714;NB;false;24500;EA;24500;0;2026-09-18;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017152;20;9050098401;1005413;7101;NB;false;5000;EA;5000;0;2026-09-18;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017152;30;9050098401;1005413;1711;NB;false;1500;EA;1500;0;2026-09-18;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017153;10;9050091602;1010525;1711;NB;false;6720;EA;6720;0;2026-10-09;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017153;20;9050091602;1010525;1712;NB;false;1920;EA;1920;0;2026-10-09;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017153;30;9050091602;1010525;1714;NB;false;32000;EA;32000;0;2026-10-09;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017153;40;9050091602;1010525;7101;NB;false;81864;EA;81864;0;2026-10-09;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017153;50;9050100201;1010525;1711;NB;false;1500;EA;1500;0;2026-10-09;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017153;60;9050100201;1010525;7101;NB;false;8500;EA;8500;0;2026-10-09;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017154;10;9050092202;1000776;1711;NB;false;1920;EA;1920;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017154;20;9050092202;1000776;1714;NB;false;18400;EA;18400;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017154;30;9050092202;1000776;7101;NB;false;79680;EA;79680;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017155;10;9050092302;1000776;1711;NB;false;1920;EA;1920;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017155;20;9050092302;1000776;1714;NB;false;35840;EA;35840;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017155;30;9050092302;1000776;7101;NB;false;42240;EA;42240;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017155;40;9050102701;1000776;1711;NB;false;250;EA;250;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017155;50;9050102701;1000776;7101;NB;false;2250;EA;2250;0;2026-10-01;2026-05-05;2026-05-05;CHENC;1710;198;4001
4500017158;10;6350056701;1013036;9997;NB;false;205000;EA;205000;0;2026-08-17;2026-05-06;2026-05-06;TEST_PEOUM;1780;200;0001
4500017158;30;6350074601;1013036;9997;NB;false;108000;EA;108000;0;2026-08-17;2026-05-06;2026-05-06;TEST_PEOUM;1780;200;0001
4500017158;40;6350074701;1013036;9997;NB;false;108000;EA;108000;0;2026-08-17;2026-05-06;2026-05-06;TEST_PEOUM;1780;200;0001
4500017159;10;9050139426;;7803;UB;true;804;EA;804;0;2026-04-30;2026-04-30;2026-05-06;HUGHESJ;1780;182;6001
4500017160;10;9050119627;;7803;UB;true;6660;EA;6660;0;2026-04-30;2026-04-30;2026-05-06;HUGHESJ;1780;182;6002
4500017161;10;9200001805;1000026;9999;NB;false;20000;M;20000;0;2026-06-10;2026-05-06;2026-05-06;PRANATP;1710;81;1001
4500017161;20;9200001801;1000026;9999;NB;false;240000;EA;240000;0;2026-06-10;2026-05-06;2026-05-06;PRANATP;1710;81;1001
4500017161;30;9200001802;1000026;9999;NB;false;230000;EA;230000;0;2026-06-10;2026-05-06;2026-05-06;PRANATP;1710;81;1001
4500017161;40;9200001804;1000026;9999;NB;false;980000;EA;980000;0;2026-06-10;2026-05-06;2026-05-06;PRANATP;1710;81;1001
4500017161;50;9200000502;1000026;9999;NB;false;291840;EA;291840;0;2026-06-10;2026-05-06;2026-05-06;PRANATP;1710;81;1001
4500017163;10;6360057301;1000337;9999;NB;false;250000;EA;250000;0;2026-05-25;2026-05-07;2026-05-07;ZOULM;1710;197;5003
4500017167;10;9050124104;;7803;UB;true;6660;EA;6660;0;2026-05-07;2026-05-07;2026-05-07;HUGHESJ;1780;182;6002
4500017169;10;9050056206;1009986;1786;ZSC;false;8500;EA;8500;0;2026-06-15;2026-05-07;2026-05-07;ZOULM;1780;197;6002
4500017169;20;9050056206;1009986;1787;ZSC;false;9000;EA;9000;0;2026-06-15;2026-05-07;2026-05-07;ZOULM;1780;197;6002
4500017171;10;9050133810;1010837;7803;ZSC;false;24000;EA;24000;0;2026-07-06;2026-05-07;2026-05-07;FITZSIC;1780;177;6001
4500017172;10;9050145901;1012634;1711;ZSC;false;15000;EA;15000;0;2026-10-01;2026-05-08;2026-05-08;FITZSIC;1710;177;4004
4500017173;10;6350002701;1011162;9997;NB;false;53820;EA;53820;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017173;20;6350002703;1011162;9997;NB;false;45540;EA;45540;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017173;30;6350002705;1011162;9997;NB;false;33120;EA;33120;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017173;40;6350002710;1011162;9997;NB;false;66240;EA;66240;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017173;50;6350002299;1011162;9997;NB;false;158720;EA;158720;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017173;60;6350002299;1011162;9997;NB;false;40000;EA;40000;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017174;10;6350037324;1013082;9997;NB;false;50000;EA;50000;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017174;20;6350039599;1013082;9997;NB;false;50000;EA;50000;0;2026-06-22;2026-05-08;2026-05-08;FITZSIC;1780;177;0001
4500017178;10;6350075601;1009966;9999;NB;false;15750;EA;15750;0;2026-09-07;2026-05-11;2026-05-11;FITZSIC;1710;177;0001
4500017179;10;9150217701;1001912;1734;ZSC;false;62208;EA;62208;0;2026-05-11;2026-05-11;2026-05-11;CHENC;1710;198;4001
4500017180;10;6360015001;1002415;1114;NB;false;20000;EA;20000;0;2026-09-21;2026-05-11;2026-05-11;PRANATP;1110;81;0001
4500017180;20;6350057801;1002415;1114;NB;false;20000;EA;20000;0;2026-09-21;2026-05-11;2026-05-11;PRANATP;1110;81;0001
4500017187;50;9050103301;;1714;UB;true;7776;EA;59;7717;2026-05-20;2026-05-11;2026-05-11;CHENC;1780;198;5003
4500017194;10;9050119511;1010516;1786;NB;false;6000;EA;6000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017194;20;9050131301;1010516;1786;NB;false;5000;EA;5000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017194;30;9050131610;1010516;1786;NB;false;12000;EA;12000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017194;40;9050131023;1010516;1786;NB;false;8000;EA;8000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017194;50;9050131725;1010516;1786;NB;false;13000;EA;13000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017195;10;9050119511;1010516;7803;NB;false;30000;EA;30000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017195;20;9050131301;1010516;7803;NB;false;40000;EA;40000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017195;30;9050131503;1010516;7803;NB;false;65000;EA;65000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017195;40;9050131610;1010516;7803;NB;false;110000;EA;110000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017195;50;9050131023;1010516;7803;NB;false;60000;EA;60000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017195;60;9050131725;1010516;7803;NB;false;17000;EA;17000;0;2026-07-03;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017196;10;9050131610;1010516;7803;NB;false;30000;EA;30000;0;2026-08-14;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017196;20;9050131402;1010516;7803;NB;false;30000;EA;30000;0;2026-08-14;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017196;30;9050131301;1010516;7803;NB;false;50000;EA;50000;0;2026-08-14;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017196;40;9050131826;1010516;7803;NB;false;30000;EA;30000;0;2026-08-14;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017197;10;9050131610;1010516;1786;NB;false;20000;EA;20000;0;2026-08-14;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017197;20;9050131402;1010516;1786;NB;false;5000;EA;5000;0;2026-08-14;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017197;30;9050131301;1010516;1786;NB;false;10000;EA;10000;0;2026-08-14;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017198;30;9050131503;1010516;7803;NB;false;40000;EA;40000;0;2026-06-01;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017198;40;9050131023;1010516;7803;NB;false;60000;EA;60;59940;2026-06-01;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017199;10;9050119511;1010516;7803;NB;false;32000;EA;32000;0;2026-07-10;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017199;20;9050131023;1010516;7803;NB;false;70000;EA;70000;0;2026-07-10;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017199;30;9050131402;1010516;7803;NB;false;30000;EA;30000;0;2026-07-10;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017199;40;9050131610;1010516;7803;NB;false;30000;EA;30000;0;2026-07-10;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017199;50;9050131503;1010516;7803;NB;false;60000;EA;60000;0;2026-07-10;2026-05-11;2026-05-11;TEST_PEOUM;1780;200;6002
4500017204;10;9050136023;1010837;7803;NB;false;60000;EA;60000;0;2026-07-27;2026-05-12;2026-05-12;FITZSIC;1780;177;6002
4500017205;10;9050136427;1010837;7803;NB;false;35000;EA;35000;0;2026-07-27;2026-05-12;2026-05-12;FITZSIC;1780;177;6002
4500017210;10;6350024803;1000019;9997;NB;false;25000;EA;25000;0;2026-07-07;2026-05-12;2026-05-12;ZOULM;1780;197;0001
4500017210;20;6350025110;1000019;9997;NB;false;25000;EA;25000;0;2026-07-07;2026-05-12;2026-05-12;ZOULM;1780;197;0001
4500017214;10;6360044401;1000851;1714;NB;false;19800;EA;19800;0;2026-05-15;2026-05-13;2026-05-13;PRANATP;1710;81;0001
4500017216;10;6350073901;1013081;9997;NB;false;100000;EA;100000;0;2026-08-24;2026-05-13;2026-05-13;TEST_PEOUM;1780;200;0001
4500017216;20;6350073801;1013081;9997;NB;false;100000;EA;100000;0;2026-08-24;2026-05-13;2026-05-13;TEST_PEOUM;1780;200;0001
4500017218;10;9050096502;1000776;1714;NB;false;10000;EA;10000;0;2026-08-10;2026-05-14;2026-05-14;CHENC;1710;198;1003
4500017218;20;9050096502;1000776;7101;NB;false;15000;EA;15000;0;2026-08-10;2026-05-14;2026-05-14;CHENC;1710;198;1003
4500017219;10;9050139831;1004863;1786;NB;false;18754;EA;18754;0;2026-10-26;2026-05-14;2026-05-14;FITZSIC;1780;177;6001
4500017219;20;9050139831;1004863;1787;NB;false;18754;EA;18754;0;2026-10-26;2026-05-14;2026-05-14;FITZSIC;1780;177;6001
4500017219;30;9050139831;1004863;7803;NB;false;18754;EA;18754;0;2026-10-26;2026-05-14;2026-05-14;FITZSIC;1780;177;6001
4500017220;10;9050064727;1010837;1786;ZSC;false;11668;EA;11668;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017220;20;9050064727;1010837;1787;ZSC;false;11666;EA;11666;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017220;30;9050064727;1010837;7803;ZSC;false;11666;EA;11666;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017221;10;9050059303;1010110;1786;ZSC;false;10000;EA;10000;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017221;20;9050059303;1010110;1787;ZSC;false;10000;EA;10000;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017221;30;9050059303;1010110;7803;ZSC;false;10000;EA;10000;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017222;10;9050059310;1010110;1786;ZSC;false;6668;EA;6668;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017222;20;9050059310;1010110;1787;ZSC;false;6666;EA;6666;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017222;30;9050059310;1010110;7803;ZSC;false;6666;EA;6666;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017223;10;9050064011;1002434;1786;NB;false;25000;EA;25000;0;2026-09-28;2026-05-14;2026-05-14;FITZSIC;1780;177;4001
4500017224;10;9050063713;1002434;1786;NB;false;25000;EA;25000;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;4001
4500017225;10;9050064115;1002434;1786;NB;false;25000;EA;25000;0;2026-09-28;2026-05-14;2026-05-14;FITZSIC;1780;177;4001
4500017226;10;9050074023;1002434;1786;NB;false;25000;EA;25000;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;4001
4500017227;10;9050074024;1002434;1786;NB;false;25000;EA;25000;0;2026-09-28;2026-05-14;2026-05-14;FITZSIC;1780;177;4001
4500017228;10;9050073901;1002434;1786;NB;false;25000;EA;25000;0;2026-09-28;2026-05-14;2026-05-14;FITZSIC;1780;177;4001
4500017229;10;9050073903;1002434;1786;NB;false;25000;EA;25000;0;2026-09-28;2026-05-14;2026-05-14;FITZSIC;1780;177;4001
4500017230;10;9050059001;1010837;1786;ZSC;false;33334;EA;33334;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017230;20;9050059001;1010837;1787;ZSC;false;33333;EA;33333;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017230;30;9050059001;1010837;7803;ZSC;false;33333;EA;33333;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017231;10;9050136023;1010837;7803;NB;false;35000;EA;35000;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
4500017232;10;9050136427;1010837;7803;NB;false;35000;EA;35000;0;2026-08-31;2026-05-14;2026-05-14;FITZSIC;1780;177;6002
