event_id;chr_ref;po_number;po_linked;primary_reference;status;status_detail;activity_date;mode;mode_detail;pickup_date;origin;destination;total_charge_usd;carrier_code;bol_chr;mbol_number;material_id;invoice_date
290;546759116;;;4500016227;Delivered;Delivered;2026-03-12;Truckload;Truckload (Dry);2026-03-12;AMAZON.COM (MDW2);RJW - Joliet;773.42;T6264226;;;;2026-03-12
291;540063671;;;4500012440;Delivered;Delivered;2026-01-07;LTL;LTL (Dry);2026-01-07;CG Labs;Fosdick Fulfillment;692.96;T2197553;;;;2026-01-15
292;545399545;;;4500015261;Delivered;Delivered;2026-02-27;Truckload;Truckload (Dry);2026-02-27;PLZ MISSISSAUGA PERSONAL CARE;Fosdick CT;3,141.50;T6271457;;;;2026-03-03
293;547352211;4500016320;true;4500016320;Delivered;Delivered;2026-03-20;Truckload;Truckload (Dry);2026-03-20;RJW - Joliet;Fosdick;2,763.44;T5160094;;380274968530;;2026-04-01
294;553650471;;;4500017215;Delivered;Delivered;2026-05-21;Truckload;Truckload (Dry);2026-05-21;RJW - Joliet;Innomark Communications;2,166.14;T5058066;;;;2026-05-22
295;544617825;;;4500012713;Delivered;Delivered;2026-02-24;Truckload;Truckload (Dry);2026-02-24;Beauty Manufacturing Solutions Corp;Legacy (IN);1,721.30;T6311247;;;"9050098401; 9050098301";2026-02-26
296;553624102;;;4500017189;Delivered;Delivered;2026-05-18;Truckload;Truckload (Dry);2026-05-18;RJW - Joliet;Legacy IN;1,617.79;T6312540;;;;2026-05-19
297;551267954;;;4500015916, 15919, 16015, 16347, 15921;Delivered;Delivered;2026-04-28;Truckload;Truckload (Dry);2026-04-28;FM Howell;RJW - Joliet;1,949.62;T5334460;;;9050068701;2026-04-29
298;556083062;;;4500017507;Delivered;Delivered;2026-06-06;Truckload;Truckload (Dry);2026-06-06;RJW - Joliet;Legacy IN;1,796.69;T6228279;;;;2026-06-08
299;541604131;;;4500013430;Delivered;Delivered;2026-01-21;LTL;LTL (Dry);2026-01-21;KDC-Knowlton;Fosdick Fulfillment;855.40;T2295160;;;9050093202;2026-01-27
300;538291477;;;4500014598, 4500014915, 4500014595, 4500014582;Delivered;Delivered;2025-12-19;Truckload;Truckload (Dry);2025-12-19;FM Howell;RJW - Joliet;1,614.70;T4884987;;;9050068701;2025-12-22
301;539264165;;;4500013438, 4500013889;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;KDC One;Legacy IN;1,090.08;T5194942;;;9050091602;2025-12-30
302;544705068;;;4500012187;Delivered;Delivered;2026-02-20;LTL;LTL (Dry);2026-02-20;AEROFIL;Fosdick Corp;1,478.50;T4446427;;;;2026-02-25
303;542048414;;;4500013713;Delivered;Delivered;2026-01-28;Truckload;Truckload (Dry);2026-01-28;PLZ MISSISSAUGA PERSONAL CARE;RJW IL2;1,635.59;T5354391;;;;2026-01-30
304;542694668;;;4500015579;Delivered;Delivered;2026-02-03;LTL;LTL (Dry);2026-02-03;CG LABS;Legacy IN;518.46;T4446427;;;;2026-02-05
305;547649609;;;4500014324, 4500014088;Delivered;Delivered;2026-03-20;Truckload;Truckload (Dry);2026-03-20;KDC One;RJW - Joliet;1,097.03;T5303171;;;"9050091602; 9050091702";2026-03-21
306;550662620;;;4500014836;Delivered;Delivered;2026-04-17;Truckload;Truckload (Dry);2026-04-17;KDC One;Legacy IN;944.39;T6013436;;;9050091802;2026-04-20
307;553222782;;;4500016285, 4500016290, 4500016347;Delivered;Delivered;2026-05-13;Truckload;Truckload (Dry);2026-05-13;FM Howell;RJW - Joliet;2,250.82;T6311059;;;9050068701;2026-05-15
308;550953046;;;4500016675;Delivered;Delivered;2026-04-21;Truckload;Truckload (Dry);2026-04-21;Tessy Plastics;Westrock IL;1,788.95;T6129793;;;9050013404;2026-04-23
309;550029177;;;4500014917;Delivered;Delivered;2026-04-14;Truckload;Truckload (Dry);2026-04-14;CG LABS;Legacy (IN);3,138.65;T6178348;;;;2026-04-15
310;546430254;;;4500015533-10;Delivered;Delivered;2026-03-10;LTL;LTL (Dry);2026-03-10;Packaging Corporation of America;Fosdick Fulfillment;2,068.81;T4446427;;;6360035201;2026-03-17
311;547157481;;;4500014838, 4500014835;Delivered;Delivered;2026-03-20;Truckload;Truckload (Dry);2026-03-20;KDC One;RJW - Joliet;957.44;T5299948;;;"9050089602; 9050124901";2026-03-23
312;551239286;;;4500016799;Delivered;Delivered;2026-04-23;LTL;LTL (Dry);2026-04-23;Legacy;Fosdick NV;1,809.34;T4446427;;;;2026-04-29
313;555183213;;;4500016291;Delivered;Delivered;2026-05-29;Truckload;Truckload (Dry);2026-05-29;Tessy Plastics;RJW - Joliet;2,630.40;T6073435;;;9050013404;2026-06-03
314;552619662;;;9583079771;Delivered;Delivered;2026-05-06;Truckload;Truckload (Dry);2026-05-06;Quaker c/o R & L;Sams Club;464.73;T5282007;;;;2026-05-06
315;549821879;;;4500014941, 4500014836;Delivered;Delivered;2026-04-13;LTL;LTL (Dry);2026-04-13;KDC One;Legacy IN;988.99;T4446427;;;"9050091802; 9050091602";2026-04-15
316;551724712;;;4500015340;Delivered;Delivered;2026-04-28;Truckload;Truckload (Dry);2026-04-28;CG Labs;Fosdick CT;914.19;T6110276;;;9050130601;2026-04-29
317;544844148;;;4500015350;Delivered;Delivered;2026-02-23;LTL;LTL (Dry);2026-02-23;Westfall-Technik;Legacy IN;231.05;T2295160;;;;2026-02-24
318;557166468;4500016732;true;4500016732;In Transit;Picked Up;2026-06-15;Truckload;Truckload (Dry);2026-06-15;FM Howell;RJW - Joliet;1,903.34;T5303171;;;;
319;538376357;;;4500013337;Delivered;Delivered;2025-12-18;Truckload;Truckload (Dry);2025-12-18;PLZ MISSISSAUGA PERSONAL CARE;Legacy (IN);1,606.70;T5338852;;;;2025-12-19
320;544416189;;;4500014468;Delivered;Delivered;2026-02-19;Truckload;Truckload (Dry);2026-02-19;KDC Chemaid;Menasha (NJ);704.72;T4432820;;;9050033801;2026-02-19
321;545539673;;;4500012442;Delivered;Delivered;2026-03-02;LTL;LTL (Dry);2026-03-02;Orlandi Inc.;Legacy;281.28;T2359780;;;;2026-03-05
322;541138789;;;4500015528;Delivered;Delivered;2026-01-19;Truckload;Truckload (Dry);2026-01-19;Menasha Packaging Company;RJW - Joliet;1,993.42;T5195876;;;"9050099301; 9050099401; 9050125612";2026-01-21
323;557007333;4500015524;true;4500015524;Delivered;Delivered;2026-06-12;Truckload;Truckload (Dry);2026-06-12;KDC Chemaid;RJW IL2;2,089.42;T6244616;;;9050092302;
324;552483605;;;4500014919;Delivered;Delivered;2026-05-06;Truckload;Truckload (Dry);2026-05-06;PLZ MISSISSAUGA PERSONAL CARE;RJW IL2;1,931.82;T6316790;;;;2026-05-08
325;554303795;;;4500014837;Delivered;Delivered;2026-05-21;LTL;LTL (Dry);2026-05-21;KDC One;Fosdick (CT);329.94;T1934631;;;9050091702;2026-05-26
326;550454125;;;4500016015, 4500015919;Delivered;Delivered;2026-04-17;Truckload;Truckload (Dry);2026-04-17;FM Howell;RJW - Joliet;1,705.51;T6266835;;;9050068701;2026-04-20
327;554753506;4500016347;true;4500016347, 4500016288, 4500016286;Delivered;Delivered;2026-05-29;Truckload;Truckload (Dry);2026-05-29;FM Howell;RJW - Joliet;2,823.65;T6320626;;;9050068701;2026-05-31
328;550601503;;;4500015683;Delivered;Delivered;2026-04-21;Intermodal;Intermodal (Dry);2026-04-21;Beauty Manufacturing Solutions Corp;RJW - Joliet;1,956.78;T128572;;;9050098201;2026-04-28
329;556379243;4500015808;true;4500015808;In Transit;Picked Up;2026-06-11;LTL;LTL (Dry);2026-06-11;Beauty Manufacturing Solutions Corp;RJW - Joliet;499.19;T4246;;;9050141501;
330;554954400;;;4500016333;Delivered;Delivered;2026-05-27;LTL;LTL (Dry);2026-05-28;General Fibre Products;Orlandi Inc.;382.21;T4446427;;;;2026-06-03
331;542417242;;;4500014326, 4500014088;Delivered;Delivered;2026-01-30;Truckload;Truckload (Dry);2026-01-30;KDC One;RJW - Joliet;1,272.74;T6000579;;;"9050089602; 9050091702";2026-01-31
332;545525953;;;4500014468;Delivered;Delivered;2026-03-04;Truckload;Truckload (Dry);2026-03-04;KDC Chemaid;Menasha (NJ);524.59;T6243218;;;9050033801;2026-03-04
333;548677745;;;6483857830;Delivered;Delivered;2026-03-30;LTL;LTL (Dry);2026-03-30;Menasha Packaging Company;SAMS CLUB;1,371.33;T2197553;;;9150206110;2026-04-02
334;545397342;;;450015260;Delivered;Delivered;2026-02-27;Truckload;Truckload (Dry);2026-02-27;PLZ MISSISSAUGA PERSONAL CARE;Fosdick NV;6,312.22;T6169587;;;;2026-03-05
335;545058303;;;4500016097;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;Menasha Packaging Company;RJW - Joliet;2,093.25;T5350638;;;"9050099402; 9050089904";2026-02-27
336;550950307;;;4500016235;Delivered;Delivered;2026-04-23;LTL;LTL (Dry);2026-04-23;Acorn;Fosdick Fulfillment;236.35;T4446427;;;6270001001;2026-04-24
337;551122293;4500016701;true;4500016701;Delivered;Delivered;2026-04-23;Truckload;Truckload (Dry);2026-04-23;RJW - Joliet;Legacy IN;1,366.97;T6098472;;;;2026-04-24
338;550453069;;;4500016702;Delivered;Delivered;2026-04-16;Truckload;Truckload (Dry);2026-04-16;Menasha Packaging Company;Fosdick Inbound;1,333.08;T6280102;;;"9200000301; 9050033801";2026-04-17
339;546614046;;;4500014331;Delivered;Delivered;2026-03-17;Intermodal;Intermodal (Dry);2026-03-17;Beauty Manufacturing Solutions Corp;RJW - Joliet;1,824.54;T3971627;;;9050092302;2026-04-03
340;540316650;;;4500014091;Delivered;Delivered;2026-01-09;Truckload;Truckload (Dry);2026-01-09;KDC One;Legacy IN;982.61;T5194942;;;9050089502;2026-01-12
341;550259761;;;4500015148;Delivered;Delivered;2026-04-17;Truckload;Truckload (Dry);2026-04-17;KDC Chemaid;Legacy;1,543.20;T6275157;;;9050096402;2026-04-20
342;543848784;;;4500015245, 4500014910;Delivered;Delivered;2026-02-13;Truckload;Truckload (Dry);2026-02-13;FM Howell;RJW - Joliet;1,914.45;T2006444;;;;2026-02-26
343;553756274;;;4500014451;Delivered;Delivered;2026-05-21;LTL;LTL (Dry);2026-05-21;Beauty Manufacturing Solutions Corp;LEGACY SCS;1,078.95;T4446427;;;9050133501;2026-05-28
344;549596234;;;4500016658;Delivered;Delivered;2026-04-13;LTL;LTL (Dry);2026-04-13;RJW IL2;Fosdick;468.66;T2359780;;;;2026-04-20
345;543212163;;;4500013374;Delivered;Delivered;2026-02-06;Truckload;Truckload (Dry);2026-02-06;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;1,970.11;T5268713;;;;2026-02-10
346;555930246;;;4500017506;Delivered;Delivered;2026-06-09;LTL;LTL (Dry);2026-06-09;RJW - Joliet;Fosdick Inbound;947.86;T4446427;;;;
347;553515245;;;4500016543, 4500017034;Delivered;Delivered;2026-05-14;LTL;LTL (Dry);2026-05-14;Westfall-Technik;Fosdick Outbound;1,041.34;T2295160;;;"9050099804; 9050099803";2026-05-19
348;556672907;4500015638;true;4500015638;In Transit;Picked Up;2026-06-12;LTL;LTL (Dry);2026-06-12;KDC One;Fosdick Fulfillment;455.46;T2197553;;;9050091702;
349;549314416;;;4500014941;Carrier Booked;Checked In;2026-04-08;LTL;LTL (Dry);;KDC One;Legacy IN;218.89;T2359780;;;9050091602;
350;549597684;;;4500016657;Delivered;Delivered;2026-04-10;Truckload;Truckload (Dry);2026-04-10;RJW IL2;Legacy;1,517.51;T5248011;;;;2026-04-15
351;548679883;;;6833458109;Delivered;Delivered;2026-03-31;LTL;LTL (Dry);2026-03-31;Menasha Packaging Company;Sams Club;978.86;T2295160;;;9150206110;2026-04-07
352;551267964;;;4500015916;Delivered;Delivered;2026-04-28;Truckload;Truckload (Dry);2026-04-28;FM Howell;RJW - Joliet;1,717.28;T6136743;;;;2026-04-29
353;546758549;;;4500014817, 4500014908;Ordered;Ordered;2026-03-13;Truckload;Truckload (Dry);;CG LABS;Legacy IN;;;;;;
354;547187216;;;4500014664;Carrier Booked;Checked In;2026-03-23;LTL;LTL (Dry);;Beauty Manufacturing Solutions Corp;Fosdick (CT);;T2197553;;;9050112901;
355;553196394;;;4500013295;Delivered;Delivered;2026-05-14;Intermodal;Intermodal (Dry);2026-05-14;Beauty Manufacturing Solutions Corp;RJW - Joliet;;T5613;;;9050092202;
356;545734001;;;4500014797;Carrier Booked;Checked In;2026-03-03;LTL;LTL (Dry);;CG LABS;Fosdick CT;;T2197553;;;;
357;541075023;;;4500015411,4500015411 -B;Delivered;Delivered;2026-01-26;LTL;LTL (Dry);2026-01-26;Menasha CA;RJW - Joliet;1,731.18;T2197553;;;9050092201;2026-02-05
358;553222125;;;4500017170;Delivered;Delivered;2026-05-13;Truckload;Truckload (Dry);2026-05-13;RJW - Joliet;CG Labs;3,050.12;T5195876;;;;2026-05-15
359;548431909;;;4500015350;Delivered;Delivered;2026-03-27;LTL;LTL (Dry);2026-03-27;Westfall-Technik;Fosdick Fulfillment;298.50;T2197553;;;90500144704;2026-03-31
360;552976223;;;4500017135;Delivered;Delivered;2026-05-08;LTL;LTL (Dry);2026-05-08;Fosdick Outbound;Westrock IL;259.01;T4446427;;;9050092202;2026-05-12
361;557007415;4500015524;true;4500015524;Delivered;Delivered;2026-06-12;Truckload;Truckload (Dry);2026-06-12;KDC Chemaid;RJW IL2;2,036.47;T5274632;;;9050092302;
362;556000113;;;4500016756;Delivered;Delivered;2026-06-04;LTL;LTL (Dry);2026-06-04;Acorn;Fosdick NV;221.31;T4246;;;6360043301;2026-06-05
363;550605742;;;4500015859;Delivered;Delivered;2026-04-20;Truckload;Truckload (Dry);2026-04-20;PLZ MISSISSAUGA PERSONAL CARE;Fosdick CT;2,620.31;T6271457;;;;2026-04-21
364;554496238;;;4500014940;Delivered;Delivered;2026-05-27;Truckload;Truckload (Dry);2026-05-27;KDC One;RJW - Joliet;1,738.69;T5376530;;;9050089602;2026-05-28
365;545398918;;;4500015261;Delivered;Delivered;2026-02-27;Truckload;Truckload (Dry);2026-02-27;PLZ MISSISSAUGA PERSONAL CARE;Fosdick CT;3,141.50;T6271457;;;;2026-03-02
366;542420030;;;4500014088;Delivered;Delivered;2026-01-30;Truckload;Truckload (Dry);2026-01-30;KDC One;RJW - Joliet;1,266.43;T6114063;;;9050091702;2026-02-02
367;540767888;;;4500015272, 4500012440;Delivered;Delivered;2026-01-13;Truckload;Truckload (Dry);2026-01-13;Charles Green Labs;Legacy IN;2,237.81;T6163700;;;9050089701;2026-01-15
368;550296156;;;4500014946;Delivered;Delivered;2026-04-15;LTL;LTL (Dry);2026-04-15;KDC-Knowlton;Fosdick Inbound;317.73;T2295160;;;9050093102;2026-04-17
369;544054715;;;4500015755;Delivered;Delivered;2026-02-16;Truckload;Truckload (Dry);2026-02-16;Packaging Corporation of America;Fosdick;3,127.96;T6071400;;;6360035901;2026-02-17
370;551222045;;;4500016800;Delivered;Delivered;2026-04-24;LTL;LTL (Dry);2026-04-28;RJW - Joliet;Harry's, INC. C/O Fosdick Fulfillment;597.67;T2197553;;;;2026-05-04
371;551889989;4500016159;true;4500016159, 4500016546, 4500016688, 4500016542, 4500016698;Delivered;Delivered;2026-04-29;LTL;LTL (Dry);2026-04-29;Westfall-Technik;Fosdick CT;2,879.87;T4446427;;;;2026-05-05
372;557166319;4500016732;true;4500016732, 4500016735, 4500016765, 4500016347;In Transit;Picked Up;2026-06-15;Truckload;Truckload (Dry);2026-06-15;FM Howell;RJW - Joliet;3,025.69;T6108956;;;9050068701;
373;546009367;;;4500014331;Delivered;Delivered;2026-03-10;LTL;LTL (Dry);2026-03-10;Beauty Manufacturing Solutions Corp;Fosdick Fulfillment;360.69;T2197553;;;9050092302;2026-03-13
374;542007154;;;4500015519, 4500015734;Delivered;Delivered;2026-01-28;Truckload;Truckload (Dry);2026-01-28;Fosdick Outbound;Fosdick Fulfillment;8,436.48;T6240725;;;"; 9050093401; 9050076501; 9050096401";2026-02-03
375;546429652;;;4500015534-10;Delivered;Delivered;2026-03-10;LTL;LTL (Dry);2026-03-10;Packaging Corporation of America;Legacy;914.74;T4446427;;;6360040901;2026-03-13
376;544452220;;;4500015873;Delivered;Delivered;2026-02-17;LTL;LTL (Dry);2026-02-17;Fosdick Outbound;Fosdick Fulfillment;1,439.12;T2197553;;;HPRB0299;2026-02-24
377;544065684;;;4500015870;Delivered;Delivered;2026-02-16;LTL;LTL (Dry);2026-02-16;Legacy (IN);RJW - Joliet;217.58;T2197553;;;9050096601;2026-02-18
378;553969353;;;4500014833;Delivered;Delivered;2026-05-20;LTL;LTL (Dry);2026-05-20;Orlandi Inc.;Legacy IN;237.01;T2359780;;;;2026-05-26
379;553112083;;;4500015179;Delivered;Delivered;2026-05-18;LTL;LTL (Dry);2026-05-18;KDC Chemaid;Fosdick;510.47;T4446427;;;9050137401;2026-05-19
380;553969626;;;4500014833;Delivered;Delivered;2026-05-20;LTL;LTL (Dry);2026-05-20;Orlandi Inc.;Harry's, INC. C/O Fosdick Fulfillment;301.19;T2359780;;;;2026-05-29
381;555286476;4500015463;true;4500015463;Carrier Booked;Checked In;2026-06-01;LTL;LTL (Dry);;KDC Chemaid;Fosdick Outbound;616.42;T4446427;;;9050096801;
382;554304469;;;4500014940;Delivered;Delivered;2026-05-21;LTL;LTL (Dry);2026-05-21;KDC One;Legacy IN;380.77;T2359780;;;9050089602;2026-05-22
383;539267483;;;4500012726;Delivered;Delivered;2025-12-30;Truckload;Truckload (Dry);2025-12-30;KDC One;RJW - Joliet;1,207.97;T6060848;;;9050091702;2025-12-31
384;546542008;;;4500015532-10;Delivered;Delivered;2026-03-12;Truckload;Truckload (Dry);2026-03-13;Packaging Corporation of America;Fosdick;1,532.10;T4375084;;;"6360035201; 6360035301";2026-03-13
385;546764119;;;4500016242;Delivered;Delivered;2026-03-16;Truckload;Truckload (Dry);2026-03-16;Menasha Packaging Company;RJW - Joliet;1,544.33;T6095776;;;"9050089901; 9050099305; 9050099306; 9050062103; 9050099303";2026-03-18
386;548351785;;;4500016550;Delivered;Delivered;2026-03-30;Truckload;Truckload (Dry);2026-03-30;Menasha Packaging Company;RJW - Joliet;1,908.00;T6125333;;;"9050068801; 9050114212; 9050089901";2026-04-01
387;542419925;;;4500014088;Delivered;Delivered;2026-02-04;Truckload;Truckload (Dry);2026-02-04;KDC One;RJW - Joliet;1,266.43;T4041344;;;9050091702;2026-02-05
388;554495083;;;4500017289;Delivered;Delivered;2026-05-27;LTL;LTL (Dry);2026-05-27;Legacy (IN);Fosdick (CT);931.66;T2197553;;;"9050038408; 9050038407; 9050099802";2026-05-29
389;540938709;;;4500014910, 4500014914, 4500014920;Delivered;Delivered;2026-01-16;Truckload;Truckload (Dry);2026-01-16;FM Howell;RJW - Joliet;1,910.45;T5335231;;;9050068701;2026-01-19
390;548373174;;;4500015362;Delivered;Delivered;2026-03-26;LTL;LTL (Dry);2026-03-26;Produlith;Charles Green Labs;342.90;T2295160;;;6180031201;2026-03-30
391;548235230;;;4500016515;Delivered;Delivered;2026-03-26;Truckload;Truckload (Dry);2026-03-26;Legacy (IN);RJW - Joliet;1,333.11;T6050854;;;"9050076702; 9050093501";2026-03-26
392;547146487;;;4500013997;Delivered;Delivered;2026-03-19;Truckload;Truckload (Dry);2026-03-19;KDC Chemaid;Legacy IN;1,535.48;T6049253;;;9050096601;2026-03-20
393;543731867;;;4500014279;Delivered;Delivered;2026-02-17;Intermodal;Intermodal (Dry);2026-02-17;Beauty Manufacturing Solutions Corp;RJW - Joliet;1,776.54;T5613;;;9050098201;2026-02-25
394;551267123;;;4500016801, 4500016830;Delivered;Delivered;2026-04-27;Truckload;Truckload (Dry);2026-04-27;RJW - Joliet;Legacy IN;0.00;T6317041;;;;
395;544401644;;;4500015886;Delivered;Delivered;2026-02-18;Truckload;Truckload (Dry);2026-02-18;FOSDICK FULFILMENT CENTER MMCD CT;CG Labs;924.50;T6173244;;;;2026-02-18
396;543448361;;;4500014570;Delivered;Delivered;2026-02-10;LTL;LTL (Dry);2026-02-10;KDC One;Fosdick (CT);435.84;T1934631;;;9050089502;2026-02-12
397;544811899;;;4500014471;Delivered;Delivered;2026-02-24;LTL;LTL (Dry);2026-02-24;Silgan Distribution Center;Orlandi Inc.;227.76;T2197553;;;;2026-02-26
398;555282539;;;4500017451;Delivered;Delivered;2026-06-01;LTL;LTL (Dry);2026-06-01;RJW - Joliet;Fosdick Inbound;1,065.24;T2359780;;;;2026-06-08
399;547359030;;;4500014324;Delivered;Delivered;2026-03-19;Truckload;Truckload (Dry);2026-03-19;KDC One;RJW - Joliet;1,407.62;T3356897;;;9050091602;2026-03-20
400;548678405;;;2684007101;Delivered;Delivered;2026-03-31;LTL;LTL (Dry);2026-03-31;Menasha Packaging Company;Sams Club;542.84;T2295160;;;9150206110;2026-04-03
401;543924037;;;4500015872;Delivered;Delivered;2026-02-12;LTL;LTL (Dry);2026-02-12;Fosdick Outbound;Legacy (IN);1,021.14;T4446427;;;;2026-02-17
402;545092440;;;4500014284;Delivered;Delivered;2026-02-24;LTL;LTL (Dry);2026-02-24;KDC-Knowlton;Fosdick (CT);815.34;T2295160;;;9050093202;2026-03-04
403;549746444;;;4500016676;Delivered;Delivered;2026-04-10;Truckload;Truckload (Dry);2026-04-10;Menasha Packaging Company;RJW - Joliet;1,754.22;T6174400;;;"9050088704; 9050089901; 9050089903; 9050099304";2026-04-13
404;541773600;;;4500014659;Delivered;Delivered;2026-01-22;LTL;LTL (Dry);2026-01-22;CG Labs;Fosdick;467.84;T2197553;;;;2026-01-23
405;544815602;;;4500015536-10;Delivered;Delivered;2026-02-24;Truckload;Truckload (Dry);2026-02-24;Packaging Corporation of America;Fosdick;2,780.01;T6268487;;;6360035601;2026-02-25
406;548677395;;;5739461387;Delivered;Delivered;2026-03-31;LTL;LTL (Dry);2026-03-31;Menasha Packaging Company;SAMS CLUB DC;245.23;T2295160;;;9150206110;2026-04-03
407;556840749;4500015638;true;4500015638;In Transit;Picked Up;2026-06-15;Truckload;Truckload (Dry);2026-06-15;KDC One;RJW - Joliet;1,580.83;T6013721;;;9050091702;
408;541326275;;;4500014926;Delivered;Delivered;2026-01-19;Truckload;Truckload (Dry);2026-01-19;PaperFoam;Legacy IN;2,129.77;T5313034;;;;2026-01-21
409;552617509;;;4500015778;Delivered;Delivered;2026-05-06;Truckload;Truckload (Dry);2026-05-06;Westfall-Technik;Fosdick CT;1,450.00;T6046761;;;;2026-05-07
410;556669545;4500015638;true;4500015638, 4500015317;In Transit;Picked Up;2026-06-12;LTL;LTL (Dry);2026-06-12;KDC One;Legacy IN;624.45;T2359780;;;9050091702;
411;551124025;;;4500014451;Delivered;Delivered;2026-04-29;LTL;LTL (Dry);2026-04-29;Beauty Manufacturing Solutions Corp;Legacy;638.17;T4446427;;;9050133501;2026-05-06
412;556677243;4500015686;true;4500015686;In Transit;Unloading;2026-06-10;Truckload;Truckload (Dry);2026-06-10;KDC-Knowlton;RJW - Joliet;2,321.52;T5358033;;;9050093102;
413;547485366;;;4500016319;Delivered;Delivered;2026-03-19;LTL;LTL (Dry);2026-03-19;Fosdick Outbound;RJW - Joliet;595.35;T4446427;;8197611041;9050111101;2026-03-24
414;546419090;;;4500016202;Delivered;Delivered;2026-03-13;Truckload;Truckload (Dry);2026-03-13;Fosdick Outbound;Legacy (IN);1,816.40;T6115674;;;"9050015701; 9050097201; 9050053001; 9050053101; 9050028901; 9050115901";2026-03-16
415;550951004;;;4500016235;Delivered;Delivered;2026-04-20;LTL;LTL (Dry);2026-04-21;Acorn;Fosdick CT;706.86;T2197553;;;6270001001;2026-04-28
416;545690270;;;4500014835;Delivered;Delivered;2026-03-03;LTL;LTL (Dry);2026-03-03;KDC One;Harry's, INC. C/O Fosdick Fulfillment;582.11;T2197553;;;9050089602;2026-03-09
417;550621411;;;4500016283;Delivered;Delivered;2026-04-29;Truckload;Truckload (Dry);2026-04-29;Packaging Corporation of America;Fosdick Fulfillment;5,903.50;T5005475;;;"6360035301; 6360035201";2026-05-04
418;542577109;;;4500014554;Delivered;Delivered;2026-01-29;LTL;LTL (Dry);2026-01-29;CG LABS;Fosdick CT;562.82;T4446427;;;;2026-02-03
419;540267258;;;4500015435;Delivered;Delivered;2026-01-07;Truckload;Truckload (Dry);2026-01-07;Menasha Packaging Company;RJW - Joliet;2,377.78;T6000579;;;"9050099303; 9050088704; 9050068801";2026-01-09
420;541781438;;;4500015136;Delivered;Delivered;2026-01-23;LTL;LTL (Dry);2026-01-22;MANE USA;Orlandi Inc.;277.36;T2359780;;;;2026-01-27
421;549178978;4500016189;true;4500016189;Delivered;Delivered;2026-04-03;Truckload;Truckload (Dry);2026-04-03;KDC Chemaid;RJW - Joliet;1,683.64;T5303171;;;9050132501;2026-04-06
422;543720432;;;4500015349;Delivered;Delivered;2026-02-10;Truckload;Truckload (Dry);2026-02-10;Westfall-Technik;Legacy IN;805.00;T6241387;;;;2026-02-11
423;551071027;;;4500015148,4500015464;Delivered;Delivered;2026-04-24;Truckload;Truckload (Dry);2026-04-24;KDC Chemaid;Legacy;4,213.34;T5245292;;;"9050101002; 9050096402";2026-04-25
424;540989381;;;4500015513;Delivered;Delivered;2026-01-16;Truckload;Truckload (Dry);2026-01-16;Menasha Packaging Company;RJW - Joliet;2,375.01;T3067016;;;"9050099303; 9050089902";2026-01-21
425;552769495;;;4500013295;Delivered;Delivered;2026-05-13;Intermodal;Intermodal (Dry);2026-05-13;Beauty Manufacturing Solutions Corp;RJW - Joliet;1,988.23;T128572;;;9050092202;2026-05-20
426;545256630;;;4500015349;Delivered;Delivered;2026-02-26;LTL;LTL (Dry);2026-02-26;Westfall-Technik;Legacy IN;257.22;T8154;;;;2026-03-02
427;542478493;;;SOB12600193;Delivered;Delivered;2026-01-30;LTL;LTL (Dry);2026-01-30;Harrys Inc;KDC Chemaid;2,282.04;T129576;;;6110012701;2026-02-10
428;549874032;;;4500015781;Delivered;Delivered;2026-04-09;LTL;LTL (Dry);2026-04-09;Westfall-Technik;Fosdick;270.96;T2295160;;;9050144704;2026-04-13
429;543211484;;;4500013374;Delivered;Delivered;2026-02-09;Truckload;Truckload (Dry);2026-02-10;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;2,196.00;T6288630;;;;2026-02-11
430;549383902;;;4500016593;Delivered;Delivered;2026-04-07;Truckload;Truckload (Dry);2026-04-07;RJW - Joliet;Legacy;1,847.27;T5194380;;;;2026-04-08
431;549535721;4500016189;true;4500016189;Delivered;Delivered;2026-04-08;Truckload;Truckload (Dry);2026-04-08;KDC Chemaid;Fosdick;1,184.68;T6300639;;Baker Hughes Oilfield LLC;9050132501;2026-04-08
432;548680429;;;9583079771;Delivered;Delivered;2026-03-30;LTL;LTL (Dry);2026-03-30;Menasha Packaging Company;Sams Club;1,715.54;T4384804;;;9150206110;2026-05-06
433;543729910;;;4500011963;Delivered;Delivered;2026-02-13;LTL;LTL (Dry);2026-02-13;KDC One;RJW - Joliet;432.50;T8154;;;9050092502;2026-02-19
434;540876935;;;4500014912, 4500015249;Delivered;Delivered;2026-01-16;Truckload;Truckload (Dry);2026-01-16;FM Howell;RJW - Joliet;1,906.54;T4884987;;;;2026-01-17
435;545029803;;;4500011963;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;KDC One;Fosdick (CT);4,026.11;T6074470;;;9050092502;2026-02-26
436;548099367;;;4500013295;Delivered;Delivered;2026-03-30;LTL;LTL (Dry);2026-03-30;Beauty Manufacturing Solutions Corp;Fosdick Fulfillment;1,001.45;T2197553;;;9050092202;2026-04-22
